"游戏编号","回合编号","说书人编号","说书人卡牌","提示词","提示词长度","回合结果","票数集中度","玩家编号","手牌","提交卡牌","投票目标","是否猜中","说书人得分","本回合得分","累计总分","是否获胜"
"game_01","game_01_round_06","AI_Alice","card_000b","火车的回声","5","部分猜中","0.6667","AI_Carol","mock_38|card_000s|card_000w|mock_39|mock_40|card_000t","mock_38","card_0001","否","0","0","11","否"
"game_01","game_01_round_07","AI_Bob","card_000k","梦游的回声","5","无人猜中","0.3333","you","card_0004|card_0009|card_0002|card_000a|card_0007|card_0008","card_0004","card_000f","否","0","3","22","否"
"game_01","game_01_round_07","AI_Bob","card_000k","梦游的回声","5","无人猜中","0.3333","AI_Alice","card_000d|card_000c|card_000f|card_000g|card_000e|card_000z","card_000f","mock_39","否","0","3","14","是"
"game_01","game_01_round_07","AI_Bob","card_000k","梦游的回声","5","无人猜中","0.3333","AI_Bob","card_000x|card_000y|card_000p|card_000l|card_000n|card_000k","card_000k","","","0","0","12","否"
"game_01","game_01_round_07","AI_Bob","card_000k","梦游的回声","5","无人猜中","0.3333","AI_Carol","card_000s|card_000w|mock_39|mock_40|card_000t|card_000r","mock_39","card_0004","否","0","3","14","否"
"game_01","game_01_round_08","AI_Carol","card_000s","迷路的回声","5","部分猜中","0.3333","you","card_0009|card_0002|card_000a|card_0007|card_0008|card_0006","card_000a","card_000y","否","0","1","23","否"
"game_01","game_01_round_08","AI_Carol","card_000s","迷路的回声","5","部分猜中","0.3333","AI_Alice","card_000d|card_000c|card_000g|card_000e|card_000z|card_0010","card_000c","card_000s","是","0","3","17","是"
"game_01","game_01_round_08","AI_Carol","card_000s","迷路的回声","5","部分猜中","0.3333","AI_Bob","card_000x|card_000y|card_000p|card_000l|card_000n|card_000m","card_000y","card_000a","否","0","1","13","否"
"game_01","game_01_round_08","AI_Carol","card_000s","迷路的回声","5","部分猜中","0.3333","AI_Carol","card_000w|mock_40|card_000t|card_000r|mock_37|card_000s","card_000s","","","3","3","17","否"
"game_01","game_01_round_09","you","card_0005","月亮的回声","5","无人猜中","0.6667","you","card_0009|card_0002|card_0007|card_0008|card_0006|card_0005","card_0005","","","0","0","23","否"
"game_01","game_01_round_09","you","card_0005","月亮的回声","5","无人猜中","0.6667","AI_Alice","card_000d|card_000g|card_000e|card_000z|card_0010|card_000i","card_000e","card_000m","否","0","3","20","是"
"game_01","game_01_round_09","you","card_0005","月亮的回声","5","无人猜中","0.6667","AI_Bob","card_000x|card_000p|card_000l|card_000n|card_000m|card_000j","card_000m","card_000e","否","0","4","17","否"
"game_01","game_01_round_09","you","card_0005","月亮的回声","5","无人猜中","0.6667","AI_Carol","card_000w|mock_40|card_000t|card_000r|mock_37|card_000u","card_000t","card_000m","否","0","2","19","否"
"game_01","game_01_round_10","AI_Alice","card_000z","紫雾的回声","5","部分猜中","0.6667","you","card_0009|card_0002|card_0007|card_0008|card_0006|card_0003","card_0008","card_000j","否","0","0","23","否"
"game_01","game_01_round_10","AI_Alice","card_000z","紫雾的回声","5","部分猜中","0.6667","AI_Alice","card_000d|card_000g|card_0010|card_000i|card_000h|card_000z","card_000z","","","3","3","23","是"
"game_01","game_01_round_10","AI_Alice","card_000z","紫雾的回声","5","部分猜中","0.6667","AI_Bob","card_000x|card_000p|card_000l|card_000n|card_000j|card_000q","card_000j","card_000z","是","0","4","21","否"
"game_01","game_01_round_10","AI_Alice","card_000z","紫雾的回声","5","部分猜中","0.6667","AI_Carol","card_000w|mock_40|card_000r|mock_37|card_000u|card_000v","card_000r","card_000z","是","0","3","22","否"
"game_01","game_01_round_11","AI_Bob","card_000p","银河的回声","5","部分猜中","0.6667","you","card_0009|card_0002|card_0007|card_0006|card_0003|card_0004","card_0003","card_000p","是","0","3","26","否"
"game_01","game_01_round_11","AI_Bob","card_000p","银河的回声","5","部分猜中","0.6667","AI_Alice","card_000d|card_000g|card_0010|card_000i|card_000h|card_000e","card_000i","card_000p","是","0","4","27","是"
"game_01","game_01_round_11","AI_Bob","card_000p","银河的回声","5","部分猜中","0.6667","AI_Bob","card_000x|card_000l|card_000n|card_000q|card_000m|card_000p","card_000p","","","3","3","24","否"
"game_01","game_01_round_11","AI_Bob","card_000p","银河的回声","5","部分猜中","0.6667","AI_Carol","card_000w|mock_40|mock_37|card_000u|card_000v|card_000r","card_000u","card_000i","否","0","0","22","否"
"game_01","game_01_round_12","AI_Carol","card_000w","风的回声","4","部分猜中","0.6667","you","card_0009|card_0002|card_0007|card_0006|card_0004|card_0008","card_0007","card_000e","否","0","0","26","否"
"game_01","game_01_round_12","AI_Carol","card_000w","风的回声","4","部分猜中","0.6667","AI_Alice","card_000d|card_000g|card_0010|card_000h|card_000e|card_000b","card_000e","card_000w","是","0","4","31","是"
"game_01","game_01_round_12","AI_Carol","card_000w","风的回声","4","部分猜中","0.6667","AI_Bob","card_000x|card_000l|card_000n|card_000q|card_000m|card_000j","card_000l","card_000w","是","0","3","27","否"
"game_01","game_01_round_12","AI_Carol","card_000w","风的回声","4","部分猜中","0.6667","AI_Carol","mock_40|mock_37|card_000v|card_000r|mock_38|card_000w","card_000w","","","3","3","25","否"
"game_02","game_02_round_01","you","card_0008","星尘的回声","5","无人猜中","0.6667","you","card_0003|card_0004|card_0001|card_0006|card_0008|card_0009","card_0008","","","0","0","0","否"
"game_02","game_02_round_01","you","card_0008","星尘的回声","5","无人猜中","0.6667","AI_Alice","card_000d|card_000z|card_000e|card_000b|card_000f|card_000i","card_000i","mock_37","否","0","4","4","是"
"game_02","game_02_round_01","you","card_0008","星尘的回声","5","无人猜中","0.6667","AI_Bob","card_000p|card_000m|card_000k|card_000q|card_000l|card_000j","card_000l","card_000i","否","0","2","2","否"
"game_02","game_02_round_01","you","card_0008","星尘的回声","5","无人猜中","0.6667","AI_Carol","card_000r|mock_38|card_000v|card_000w|card_000s|mock_37","mock_37","card_000i","否","0","3","3","否"
"game_02","game_02_round_02","AI_Alice","card_000z","紫雾的回声","5","部分猜中","0.3333","you","card_0003|card_0004|card_0001|card_0006|card_0009|card_000a","card_0003","card_000p","否","0","1","1","否"
"game_02","game_02_round_02","AI_Alice","card_000z","紫雾的回声","5","部分猜中","0.3333","AI_Alice","card_000d|card_000e|card_000b|card_000f|card_0010|card_000z","card_000z","","","3","3","7","是"
"game_02","game_02_round_02","AI_Alice","card_000z","紫雾的回声","5","部分猜中","0.3333","AI_Bob","card_000p|card_000m|card_000k|card_000q|card_000j|card_000y","card_000p","card_000z","是","0","4","6","否"
"game_02","game_02_round_02","AI_Alice","card_000z","紫雾的回声","5","部分猜中","0.3333","AI_Carol","card_000r|mock_38|card_000v|card_000w|card_000s|card_000u","card_000v","card_0003","否","0","0","3","否"
"game_02","game_02_round_03","AI_Bob","card_000y","雪夜的回声","5","部分猜中","0.3333","you","card_0004|card_0001|card_0006|card_0009|card_000a|card_0007","card_0006","card_000y","是","0","4","5","否"
"game_02","game_02_round_03","AI_Bob","card_000y","雪夜的回声","5","部分猜中","0.3333","AI_Alice","card_000d|card_000e|card_000b|card_000f|card_0010|card_000h","card_0010","card_0006","否","0","1","8","是"
"game_02","game_02_round_03","AI_Bob","card_000y","雪夜的回声","5","部分猜中","0.3333","AI_Bob","card_000m|card_000k|card_000q|card_000j|card_000n|card_000y","card_000y","","","3","3","9","否"
"game_02","game_02_round_03","AI_Bob","card_000y","雪夜的回声","5","部分猜中","0.3333","AI_Carol","card_000r|mock_38|card_000w|card_000s|card_000u|mock_39","card_000w","card_0010","否","0","0","3","否"
"game_02","game_02_round_04","AI_Carol","card_000r","水晶的回声","5","部分猜中","0.3333","you","card_0004|card_0001|card_0009|card_000a|card_0007|card_0002","card_000a","card_000r","是","0","3","8","否"
"game_02","game_02_round_04","AI_Carol","card_000r","水晶的回声","5","部分猜中","0.3333","AI_Alice","card_000d|card_000e|card_000b|card_000f|card_000h|card_000g","card_000d","card_000q","否","0","1","9","是"
"game_02","game_02_round_04","AI_Carol","card_000r","水晶的回声","5","部分猜中","0.3333","AI_Bob","card_000m|card_000k|card_000q|card_000j|card_000n|card_000o","card_000q","card_000d","否","0","1","10","否"
"game_02","game_02_round_04","AI_Carol","card_000r","水晶的回声","5","部分猜中","0.3333","AI_Carol","mock_38|card_000s|card_000u|mock_39|mock_40|card_000r","card_000r","","","3","3","6","否"
"game_02","game_02_round_05","you","card_0002","云的回声","4","部分猜中","0.6667","you","card_0004|card_0001|card_0009|card_0007|card_0002|card_0005","card_0002","","","3","3","11","否"
"game_02","game_02_round_05","you","card_0002","云的回声","4","部分猜中","0.6667","AI_Alice","card_000e|card_000b|card_000f|card_000h|card_000g|card_000c","card_000b","card_0002","是","0","4","13","是"
"game_02","game_02_round_05","you","card_0002","云的回声","4","部分猜中","0.6667","AI_Bob","card_000m|card_000k|card_000j|card_000n|card_000o|card_000x","card_000n","card_0002","是","0","3","13","否"
"game_02","game_02_round_05","you","card_0002","云的回声","4","部分猜中","0.6667","AI_Carol","mock_38|card_000s|card_000u|mock_39|mock_40|card_000t","card_000s","card_000b","否","0","0","6","否"
"game_02","game_02_round_06","AI_Alice","card_000f","海底的回声","5","部分猜中","0.3333","you","card_0004|card_0001|card_0009|card_0007|card_0005|card_0006","card_0004","mock_40","否","0","0","11","否"
"game_02","game_02_round_06","AI_Alice","card_000f","海底的回声","5","部分猜中","0.3333","AI_Alice","card_000e|card_000h|card_000g|card_000c|card_0010|card_000f","card_000f","","","3","3","16","是"
"game_02","game_02_round_06","AI_Alice","card_000f","海底的回声","5","部分猜中","0.3333","AI_Bob","card_000m|card_000k|card_000j|card_000o|card_000x|card_000n","card_000n","card_000f","是","0","4","17","否"
"game_02","game_02_round_06","AI_Alice","card_000f","海底的回声","5","部分猜中","0.3333","AI_Carol","mock_38|card_000u|mock_39|mock_40|card_000t|card_000v","mock_40","card_000n","否","0","1","7","否"
"game_02","game_02_round_07","AI_Bob","card_000m","夜航的回声","5","部分猜中","0.6667","you","card_0001|card_0009|card_0007|card_0005|card_0006|card_0002","card_0002","card_000m","是","0","3","14","否"
"game_02","game_02_round_07","AI_Bob","card_000m","夜航的回声","5","部分猜中","0.6667","AI_Alice","card_000e|card_000h|card_000g|card_000c|card_0010|card_000z","card_000g","card_000m","是","0","4","20","是"
"game_02","game_02_round_07","AI_Bob","card_000m","夜航的回声","5","部分猜中","0.6667","AI_Bob","card_000k|card_000j|card_000o|card_000x|card_000y|card_000m","card_000m","","","3","3","20","否"
"game_02","game_02_round_07","AI_Bob","card_000m","夜航的回声","5","部分猜中","0.6667","AI_Carol","mock_38|card_000u|mock_39|card_000t|card_000v|card_000s","mock_38","card_000g","否","0","0","7","否"
"game_02","game_02_round_08","AI_Carol","mock_37","梦境的回声","5","无人猜中","0.3333","you","card_0001|card_0009|card_0007|card_0005|card_0006|card_000a","card_0009","card_000e","否","0","3","17","否"
"game_02","game_02_round_08","AI_Carol","mock_37","梦境的回声","5","无人猜中","0.3333","AI_Alice","card_000e|card_000h|card_000c|card_0010|card_000z|card_000i","card_000e","card_000o","否","0","3","23","是"
"game_02","game_02_round_08","AI_Carol","mock_37","梦境的回声","5","无人猜中","0.3333","AI_Bob","card_000k|card_000j|card_000o|card_000x|card_000y|card_000q","card_000o","card_0009","否","0","3","23","否"
"game_02","game_02_round_08","AI_Carol","mock_37","梦境的回声","5","无人猜中","0.3333","AI_Carol","card_000u|mock_39|card_000t|card_000v|card_000s|mock_37","mock_37","","","0","0","7","否"
"game_02","game_02_round_09","you","card_0001","机械的回声","5","无人猜中","0.6667","you","card_0001|card_0007|card_0005|card_0006|card_000a|card_0008","card_0001","","","0","0","17","否"
"game_02","game_02_round_09","you","card_0001","机械的回声","5","无人猜中","0.6667","AI_Alice","card_000h|card_000c|card_0010|card_000z|card_000i|card_000d","card_000i","card_000p","否","0","4","27","是"
"game_02","game_02_round_09","you","card_0001","机械的回声","5","无人猜中","0.6667","AI_Bob","card_000k|card_000j|card_000x|card_000y|card_000q|card_000p","card_000p","card_000i","否","0","3","26","否"
"game_02","game_02_round_09","you","card_0001","机械的回声","5","无人猜中","0.6667","AI_Carol","card_000u|mock_39|card_000t|card_000v|card_000s|card_000r","card_000s","card_000i","否","0","2","9","否"
"game_02","game_02_round_10","AI_Alice","card_0010","金色的回声","5","部分猜中","0.3333","you","card_0007|card_0005|card_0006|card_000a|card_0008|card_0003","card_0005","card_0010","是","0","4","21","否"
"game_02","game_02_round_10","AI_Alice","card_0010","金色的回声","5","部分猜中","0.3333","AI_Alice","card_000h|card_000c|card_000z|card_000d|card_000b|card_0010","card_0010","","","3","3","30","是"
"game_02","game_02_round_10","AI_Alice","card_0010","金色的回声","5","部分猜中","0.3333","AI_Bob","card_000k|card_000j|card_000x|card_000y|card_000q|card_000l","card_000k","card_000t","否","0","0","26","否"
"game_02","game_02_round_10","AI_Alice","card_0010","金色的回声","5","部分猜中","0.3333","AI_Carol","card_000u|mock_39|card_000t|card_000v|card_000r|card_000w","card_000t","card_0005","否","0","1","10","否"
"game_03","game_03_round_01","you","card_0003","宇宙的回声","5","部分猜中","0.6667","you","card_0004|card_000a|card_0008|card_0007|card_0003|card_0002","card_0003","","","3","3","3","否"
"game_03","game_03_round_01","you","card_0003","宇宙的回声","5","部分猜中","0.6667","AI_Alice","card_000h|card_000z|card_000g|card_000d|card_000c|card_000e","card_000z","card_000k","否","0","0","0","否"
"game_03","game_03_round_01","you","card_0003","宇宙的回声","5","部分猜中","0.6667","AI_Bob","card_000x|card_000k|card_000j|card_000n|card_000o|card_000l","card_000k","card_0003","是","0","5","5","否"
"game_03","game_03_round_01","you","card_0003","宇宙的回声","5","部分猜中","0.6667","AI_Carol","card_000v|mock_38|card_000u|card_000w|mock_37|card_000r","mock_37","card_000k","否","0","0","0","是"
"game_03","game_03_round_02","AI_Alice","card_000g","风暴的回声","5","部分猜中","0.3333","you","card_0004|card_000a|card_0008|card_0007|card_0002|card_0006","card_0004","card_000g","是","0","3","6","否"
"game_03","game_03_round_02","AI_Alice","card_000g","风暴的回声","5","部分猜中","0.3333","AI_Alice","card_000h|card_000d|card_000c|card_000e|card_000f|card_000g","card_000g","","","3","3","3","否"
"game_03","game_03_round_02","AI_Alice","card_000g","风暴的回声","5","部分猜中","0.3333","AI_Bob","card_000x|card_000j|card_000n|card_000o|card_000l|card_000m","card_000l","card_000v","否","0","1","6","否"
"game_03","game_03_round_02","AI_Alice","card_000g","风暴的回声","5","部分猜中","0.3333","AI_Carol","card_000v|mock_38|card_000u|card_000w|card_000r|mock_40","card_000v","card_000l","否","0","1","1","是"
"game_03","game_03_round_03","AI_Bob","card_000y","雪夜的回声","5","部分猜中","0.6667","you","card_000a|card_0008|card_0007|card_0002|card_0006|card_0005","card_0005","card_000h","否","0","0","6","否"
"game_03","game_03_round_03","AI_Bob","card_000y","雪夜的回声","5","部分猜中","0.6667","AI_Alice","card_000h|card_000d|card_000c|card_000e|card_000f|card_0010","card_000h","card_000y","是","0","4","7","否"
"game_03","game_03_round_03","AI_Bob","card_000y","雪夜的回声","5","部分猜中","0.6667","AI_Bob","card_000x|card_000j|card_000n|card_000o|card_000m|card_000y","card_000y","","","3","3","9","否"
"game_03","game_03_round_03","AI_Bob","card_000y","雪夜的回声","5","部分猜中","0.6667","AI_Carol","mock_38|card_000u|card_000w|card_000r|mock_40|card_000s","card_000s","card_000y","是","0","3","4","是"
"game_03","game_03_round_04","AI_Carol","card_000u","云端的回声","5","部分猜中","0.3333","you","card_000a|card_0008|card_0007|card_0002|card_0006|card_0009","card_0002","card_000p","否","0","1","7","否"
"game_03","game_03_round_04","AI_Carol","card_000u","云端的回声","5","部分猜中","0.3333","AI_Alice","card_000d|card_000c|card_000e|card_000f|card_0010|card_000b","card_000c","card_0002","否","0","0","7","否"
"game_03","game_03_round_04","AI_Carol","card_000u","云端的回声","5","部分猜中","0.3333","AI_Bob","card_000x|card_000j|card_000n|card_000o|card_000m|card_000p","card_000p","card_000u","是","0","4","13","否"
"game_03","game_03_round_04","AI_Carol","card_000u","云端的回声","5","部分猜中","0.3333","AI_Carol","mock_38|card_000w|card_000r|mock_40|mock_39|card_000u","card_000u","","","3","3","7","是"
"game_03","game_03_round_05","you","card_000a","雾的回声","4","无人猜中","0.3333","you","card_000a|card_0008|card_0007|card_0006|card_0009|card_0001","card_000a","","","0","0","7","否"
"game_03","game_03_round_05","you","card_000a","雾的回声","4","无人猜中","0.3333","AI_Alice","card_000d|card_000e|card_000f|card_0010|card_000b|card_000i","card_000i","card_000j","否","0","3","10","否"
"game_03","game_03_round_05","you","card_000a","雾的回声","4","无人猜中","0.3333","AI_Bob","card_000x|card_000j|card_000n|card_000o|card_000m|card_000q","card_000j","mock_39","否","0","3","16","否"
"game_03","game_03_round_05","you","card_000a","雾的回声","4","无人猜中","0.3333","AI_Carol","mock_38|card_000w|card_000r|mock_40|mock_39|card_000t","mock_39","card_000i","否","0","3","10","是"
"game_03","game_03_round_06","AI_Alice","card_000b","火车的回声","5","无人猜中","0.6667","you","card_0008|card_0007|card_0006|card_0009|card_0001|card_0003","card_0006","card_000x","否","0","4","11","否"
"game_03","game_03_round_06","AI_Alice","card_000b","火车的回声","5","无人猜中","0.6667","AI_Alice","card_000d|card_000e|card_000f|card_0010|card_000g|card_000b","card_000b","","","0","0","10","否"
"game_03","game_03_round_06","AI_Alice","card_000b","火车的回声","5","无人猜中","0.6667","AI_Bob","card_000x|card_000n|card_000o|card_000m|card_000q|card_000j","card_000x","card_0006","否","0","3","19","否"
"game_03","game_03_round_06","AI_Alice","card_000b","火车的回声","5","无人猜中","0.6667","AI_Carol","mock_38|card_000w|card_000r|mock_40|card_000t|card_000s","card_000t","card_0006","否","0","2","12","是"
"game_03","game_03_round_07","AI_Bob","card_000q","燃烧的回声","5","部分猜中","0.6667","you","card_0008|card_0007|card_0009|card_0001|card_0003|card_0005","card_0009","card_000s","否","0","0","11","否"
"game_03","game_03_round_07","AI_Bob","card_000q","燃烧的回声","5","部分猜中","0.6667","AI_Alice","card_000d|card_000e|card_000f|card_0010|card_000g|card_000c","card_000g","card_000q","是","0","3","13","否"
"game_03","game_03_round_07","AI_Bob","card_000q","燃烧的回声","5","部分猜中","0.6667","AI_Bob","card_000n|card_000o|card_000m|card_000j|card_000p|card_000q","card_000q","","","3","3","22","否"
"game_03","game_03_round_07","AI_Bob","card_000q","燃烧的回声","5","部分猜中","0.6667","AI_Carol","mock_38|card_000w|card_000r|mock_40|card_000s|card_000v","card_000s","card_000q","是","0","4","16","是"
"game_03","game_03_round_08","AI_Carol","card_000w","风的回声","4","部分猜中","0.6667","you","card_0008|card_0007|card_0001|card_0003|card_0005|card_0004","card_0008","card_000w","是","0","4","15","否"
"game_03","game_03_round_08","AI_Carol","card_000w","风的回声","4","部分猜中","0.6667","AI_Alice","card_000d|card_000e|card_000f|card_0010|card_000c|card_000i","card_000e","card_000w","是","0","3","16","否"
"game_03","game_03_round_08","AI_Carol","card_000w","风的回声","4","部分猜中","0.6667","AI_Bob","card_000n|card_000o|card_000m|card_000j|card_000p|card_000y","card_000n","card_0008","否","0","0","22","否"
"game_03","game_03_round_08","AI_Carol","card_000w","风的回声","4","部分猜中","0.6667","AI_Carol","mock_38|card_000r|mock_40|card_000v|mock_37|card_000w","card_000w","","","3","3","19","是"
"game_03","game_03_round_09","you","card_0003","宇宙的回声","5","无人猜中","0.6667","you","card_0007|card_0001|card_0003|card_0005|card_0004|card_000a","card_0003","","","0","0","15","否"
"game_03","game_03_round_09","you","card_0003","宇宙的回声","5","无人猜中","0.6667","AI_Alice","card_000d|card_000f|card_0010|card_000c|card_000i|card_000h","card_000d","mock_40","否","0","2","18","否"
"game_03","game_03_round_09","you","card_0003","宇宙的回声","5","无人猜中","0.6667","AI_Bob","card_000o|card_000m|card_000j|card_000p|card_000y|card_000k","card_000m","mock_40","否","0","3","25","否"
"game_03","game_03_round_09","you","card_0003","宇宙的回声","5","无人猜中","0.6667","AI_Carol","mock_38|card_000r|mock_40|card_000v|mock_37|card_000u","mock_40","card_000m","否","0","4","23","是"
"game_03","game_03_round_10","AI_Alice","card_000c","黄昏的回声","5","部分猜中","0.3333","you","card_0007|card_0001|card_0005|card_0004|card_000a|card_0002","card_0005","card_000j","否","0","0","15","否"
"game_03","game_03_round_10","AI_Alice","card_000c","黄昏的回声","5","部分猜中","0.3333","AI_Alice","card_000f|card_0010|card_000i|card_000h|card_000z|card_000c","card_000c","","","3","3","21","否"
"game_03","game_03_round_10","AI_Alice","card_000c","黄昏的回声","5","部分猜中","0.3333","AI_Bob","card_000o|card_000j|card_000p|card_000y|card_000k|card_000l","card_000j","mock_37","否","0","1","26","否"
"game_03","game_03_round_10","AI_Alice","card_000c","黄昏的回声","5","部分猜中","0.3333","AI_Carol","mock_38|card_000r|card_000v|mock_37|card_000u|mock_39","mock_37","card_000c","是","0","4","27","是"
"game_03","game_03_round_11","AI_Bob","card_000m","夜航的回声","5","全员猜中","1","you","card_0007|card_0001|card_0004|card_000a|card_0002|card_0003","card_000a","card_000m","是","0","2","17","否"
"game_03","game_03_round_11","AI_Bob","card_000m","夜航的回声","5","全员猜中","1","AI_Alice","card_000f|card_0010|card_000i|card_000h|card_000z|card_000e","card_000i","card_000m","是","0","2","23","否"
"game_03","game_03_round_11","AI_Bob","card_000m","夜航的回声","5","全员猜中","1","AI_Bob","card_000o|card_000p|card_000y|card_000k|card_000l|card_000m","card_000m","","","0","0","26","否"
"game_03","game_03_round_11","AI_Bob","card_000m","夜航的回声","5","全员猜中","1","AI_Carol","mock_38|card_000r|card_000v|card_000u|mock_39|card_000w","card_000u","card_000m","是","0","2","29","是"
"game_03","game_03_round_12","AI_Carol","card_000r","水晶的回声","5","全员猜中","1","you","card_0007|card_0001|card_0004|card_0002|card_0003|card_0008","card_0007","card_000r","是","0","2","19","否"
"game_03","game_03_round_12","AI_Carol","card_000r","水晶的回声","5","全员猜中","1","AI_Alice","card_000f|card_0010|card_000h|card_000z|card_000e|card_000d","card_000z","card_000r","是","0","2","25","否"
"game_03","game_03_round_12","AI_Carol","card_000r","水晶的回声","5","全员猜中","1","AI_Bob","card_000o|card_000p|card_000y|card_000k|card_000l|card_000j","card_000p","card_000r","是","0","2","28","否"
"game_03","game_03_round_12","AI_Carol","card_000r","水晶的回声","5","全员猜中","1","AI_Carol","mock_38|card_000v|mock_39|card_000w|mock_40|card_000r","card_000r","","","0","0","29","是"
"game_03","game_03_round_13","you","card_0008","星尘的回声","5","部分猜中","0.6667","you","card_0001|card_0004|card_0002|card_0003|card_0008|card_0006","card_0008","","","3","3","22","否"
"game_03","game_03_round_13","you","card_0008","星尘的回声","5","部分猜中","0.6667","AI_Alice","card_000f|card_0010|card_000h|card_000e|card_000d|card_000b","card_000b","mock_37","否","0","0","25","否"
"game_03","game_03_round_13","you","card_0008","星尘的回声","5","部分猜中","0.6667","AI_Bob","card_000o|card_000y|card_000k|card_000l|card_000j|card_000x","card_000x","card_0008","是","0","3","31","否"
